supergrp	grp	accNo	descr
Benzoate	XI	YP_004713948	YP_004713948|Pseudomonas_stutzeri_ATCC_17588|Non
Benzoate	XI	YP_709342	YP_709342|Pseudomonas_putida_KT2440|Bzt
Benzoate	XI	AAO19113	AAO19113|Pseudomonas_sp_S-47|Bzt
Benzoate	XI	YP_001348079	YP_001348079|Pseudomonas_aeruginosa_PA7|Non
Benzoate	XI	AAK52287	AAK52287|Pseudomonas_putida_P111|Bzt
Benzoate	XI	YP_608701	YP_608701|Pseudomonas_entomophila_L48|Non
Benzoate	XI	ACI25290	ACI25290|Pseudomonas_sp_B3-1|Bzt
Benzoate	XI	AAX47023	AAX47023|Pseudomonas_putida_GJ31|Bzt
Benzoate	XI	YP_348699	YP_348699|fluorescens_Pf0-1|Non
Benzoate	XI	YP_348053	YP_348053|Pseudomonas_fluorescens_Pf0-1|Non
Benzoate	XI	YP_260958	YP_260958|Pseudomonas_fluorescens_Pf-5|Non
Benzoate	XI	YP_982342	YP_982342|Polaromonas_naphthalenivorans_CJ2|Non
Benzoate	XI	ZP_05360591	ZP_05360591|Acinetobacter_radioresistens_SK82|Non
Benzoate	XI	ZP_06065855	ZP_06065855|Acinetobacter_junii_SH205|Non
Benzoate	XI	YP_001084247	YP_001084247|Acinetobacter_baumannii_ATCC_17978|Non
Benzoate	XI	ZP_06061635	ZP_06061635|Acinetobacter_johnsonii_SH046|Non
Benzoate	XI	S23477	S23477|Acinetobacter_calcoaceticus|Bzt
Benzoate	XI	WP_008949535	WP_008949535|Alishewanella_jeotgali|Non
Benzoate	XI	WP_020656036	WP_020656036|Massilia_niastensis|Non
Benzoate	XI	ZP_03698426	ZP_03698426|Lutiella_nitroferrum_2002|Non
Benzoate	XI	YP_003752528	YP_003752528|Ralstonia_solanacearum_PSI07|Non
Benzoate	XI	ZP_00946583	ZP_00946583|Ralstonia_solanacearum_UW551|Non
Benzoate	XI	YP_001861476	YP_001861476|Burkholderia_phymatum_STM815|Non
Benzoate	XI	ZP_03266690	ZP_03266690|Burkholderia_sp_H160|Non
Benzoate	XI	YP_554389	YP_554389|Burkholderia_xenovorans_LB400|Bzt
Benzoate	XI	YP_298599	YP_298599|Ralstonia_eutropha_JMP134|Bzt
Benzoate	XI	YP_726432	YP_726432|Ralstonia_eutropha_H16|Non
Benzoate	XI	YP_587013	YP_587013|Cupriavidus_metallidurans_CH34|Non
Benzoate	XI	YP_438673	YP_438673|Burkholderia_thailandensis_E264|Non
Benzoate	XI	YP_580532	YP_580532|Psychrobacter_cryohalolentis_K5|Non
Benzoate	XI	WP_019821011	WP_019821011|Pseudomonas_sp_CFT9|Non
Benzoate	XI	YP_001413037	YP_001413037|Parvibaculum_lavamentivorans_DS-1|Non
Benzoate	XI	ABW37053	ABW37053|Sphingomonas_sp_LH128|Bzt
Benzoate	XI	WP_007015972	WP_007015972|Novosphingobium_pentaromativorans|Non
Benzoate	XI	BAC65430	BAC65430|Sphingomonas_sp_P2|Bzt
Benzoate	XI	YP_004534258	YP_004534258|Novosphingobium_sp_PP1Y|Non
Benzoate	XI	AAD17377	AAD17377|Sphingobium_xenophagum|Non
Salicylate	I	YP_951343	YP_951343|Mycobacterium_vanbaalenii_PYR-1|Non
Salicylate	I	YP_638812	YP_638812|Mycobacterium_sp_MCS|Non
Salicylate	I	YP_935627	YP_935627|Mycobacterium_sp_KMS|Non
Salicylate	I	AAQ12027	AAQ12027|Mycobacterium_sp_S65|Non
Salicylate	I	AAQ12033	AAQ12033|Mycobacterium_sp_S65|Non
Salicylate	I	YP_006837416	YP_006837416|Cycloclasticus_sp_P1|Non
Salicylate	I	WP_009478601	WP_009478601|Rhodococcus_sp_JVH1|Non
Salicylate	I	YP_001261401	YP_001261401|Sphingomonas_wittichii_RW1|Non
Salicylate	I	ZP_06846381	ZP_06846381|Burkholderia_sp_Ch1-1|Non
Salicylate	I	YP_004931580	YP_004931580|Pseudoxanthomonas_spadix_BD-a59|Non
Salicylate	I	NP_049179	NP_049179|Novosphingobium_aromaticivorans|Non
Salicylate	I	BAC65453	BAC65453|Sphingomonas_sp_P2|Sa1
Salicylate	I	WP_016390224	WP_016390224|Cycloclasticus_sp_PY97M|Non
Salicylate	II	YP_003450996	YP_003450996|Azospirillum_sp_B510|Non
Salicylate	II	YP_006373541	YP_006373541|Tistrella_mobilis_KA081020-065|Non
Salicylate	II	YP_004619719	YP_004619719|Ramlibacter_tataouinensis_TTB310|Non
Salicylate	II	YP_001263544	YP_001263544|Sphingomonas_wittichii_RW1|Sa5
Salicylate	II	ZP_02381633	ZP_02381633|Burkholderia_ubonensis_Bu|Non
Salicylate	II	YP_002909570	YP_002909570|Burkholderia_glumae_BGR1|Non
Salicylate	II	YP_006320998	YP_006320998|Shimwellia_blattae_DSM_4481=NBRC_105725|Non
Salicylate	II	WP_007184409	WP_007184409|Hydrocarboniphaga_effusa|Non
Salicylate	II	WP_019572233	WP_019572233|Curvibacter_lanceolatus|Non
Salicylate	II	YP_982713	YP_982713|Polaromonas_naphthalenivorans_CJ2|Sa5
Salicylate	II	ACT53246	ACT53246|Burkholderia_sp_C3|Sa5
Salicylate	II	AAD12607	AAD12607|Ralstonia_sp_U2|Sa5
Salicylate	II	WP_017451376	WP_017451376|Herbaspirillum_seropedicae|Non
Salicylate	II	WP_020653872	WP_020653872|Massilia_niastensis|Non
Salicylate	II	YP_195872	YP_195872|Achromobacter_xylosoxidans_A8|Non
Salicylate	II	BAC53590	BAC53590|Pigmentiphaga_sp_NDS-2|Sa5
Salicylate	II	YP_001341517	YP_001341517|Marinomonas_sp_MWYL1|Non
Salicylate	II	YP_004313477	YP_004313477|Marinomonas_mediterranea_MMB-1|Non
Salicylate	II	ACO92377	ACO92377|Pseudomonas_putida_AK5|Sa5
Salicylate	II	WP_019427433	WP_019427433|Limnohabitans_sp_Rim28|Non
Salicylate	II	YP_968551	YP_968551|Acidovorax_avenae_subsp_citrulli_AAC00-1|Non
Salicylate	II	YP_002947217	YP_002947217|Variovorax_paradoxus_S110|Non
Salicylate	II	YP_547835	YP_547835|Polaromonas_sp_JS666|Non
Salicylate	II	YP_001789834	YP_001789834|Leptothrix_cholodnii_SP-6|Non
Salicylate	II	YP_934020	YP_934020|Azoarcus_sp_BH72|Non
Salicylate	II	ZP_06296906	ZP_06296906|Burkholderia_sp_CCGE1001|Non
Salicylate	II	WP_018440040	WP_018440040|Burkholderia_sp_JPY347|Non
Salicylate	II	ZP_00946273	ZP_00946273|Ralstonia_solanacearum_UW551|Non
Salicylate	II	NP_519211	NP_519211|Ralstonia_solanacearum_GMI1000|Non
Salicylate	II	YP_003752940	YP_003752940|Ralstonia_solanacearum_PSI07|Non
Salicylate	II	YP_001631414	YP_001631414|Bordetella_petrii_DSM_12804|Non
Salicylate	II	ZP_06686009	ZP_06686009|Achromobacter_piechaudii_ATCC_43553|Non
Salicylate	II	YP_298911	YP_298911|Ralstonia_eutropha_JMP134|Non
Salicylate	II	WP_010807122	WP_010807122|Pandoraea_sp_SD6-2|Non
Salicylate	II	ACT53257	ACT53257|Burkholderia_sp_C3|Sa5
Salicylate	III	ZP_05063893	ZP_05063893|Octadecabacter_antarcticus_238|Non
Salicylate	III	WP_019657117	WP_019657117|Variovorax_paradoxus|Non
Salicylate	III	YP_002946168	YP_002946168|Variovorax_paradoxus_S110|Non
Salicylate	III	YP_008040496	YP_008040496|Burkholderia_sp_RPE64|Non
Salicylate	III	YP_786104	YP_786104|Bordetella_avium_197N|Non
Salicylate	III	NP_882632	NP_882632|Bordetella_parapertussis_12822|Non
Salicylate	III	WP_006218872	WP_006218872|Achromobacter_piechaudii|Non
Salicylate	III	YP_006377822	YP_006377822|Advenella_kashmirensis_WT001|Non
Salicylate	III	WP_003802208	WP_003802208|Alcaligenes_faecalis|Non
Salicylate	III	WP_017525522	WP_017525522|Pusillimonas_noertemannii|Non
Salicylate	III	WP_008016316	WP_008016316|Pseudomonas_sp_GM55|Non
Salicylate	III	YP_728958	YP_728958|Ralstonia_eutropha_H16|Non
Salicylate	III	YP_297978	YP_297978|Ralstonia_eutropha_JMP134|Non
Salicylate	IV	NP_928334	NP_928334|Photorhabdus_luminescens_subsp_laumondii_TTO1|Non
Salicylate	IV	YP_003073017	YP_003073017|Teredinibacter_turnerae_T7901|Non
Salicylate	V	YP_556166	YP_556166|Burkholderia_xenovorans_LB400|Non
Salicylate	VI	WP_017235102	WP_017235102|Pandoraea_sp_B-6|Non
Salicylate	VI	NP_888136	NP_888136|Bordetella_bronchiseptica_RB50|Non
Salicylate	VI	YP_003979952	YP_003979952|Achromobacter_xylosoxidans_A8|Non
Salicylate	VI	ZP_06687854	ZP_06687854|Achromobacter_piechaudii_ATCC_43553|Non
Salicylate	VI	YP_785190	YP_785190|Bordetella_avium_197N|Non
Salicylate	VII	AAL17610	AAL17610|Pseudomonas_aeruginosa_JB2|Cbz
Salicylate	VII	AAD20006	AAD20006|Pseudomonas_aeruginosa_142|Cbz
Salicylate	VII	YP_195878	YP_195878|Achromobacter_xylosoxidans_A8|Non
Salicylate	VIII	YP_999321	YP_999321|Verminephrobacter_eiseniae_EF01-2|Non
Salicylate	VIII	YP_002895685	YP_002895685|Burkholderia_pseudomallei_MSHR346|Non
Salicylate	IX	YP_004618786	YP_004618786|Ramlibacter_tataouinensis_TTB310|Non
Salicylate	IX	WP_009515010	WP_009515010|Hydrogenophaga_sp_PBC|Non
Salicylate	IX	BAC15591	BAC15591|Delftia_tsuruhatensis|Tph
Salicylate	IX	YP_003277535	YP_003277535|Comamonas_testosteroni_CNB-2|Tph
Salicylate	IX	BAE47085	BAE47085|Comamonas_sp_E6|Tph
Salicylate	IX	BAE47077	BAE47077|Comamonas_sp_E6|Tph
Salicylate	IX	YP_008041091	YP_008041091|Burkholderia_sp_RPE64|Non
Salicylate	IX	YP_552593	YP_552593|Burkholderia_xenovorans_LB400|Tph
Salicylate	IX	WP_007745632	WP_007745632|Burkholderia_sp_BT03|Non
Salicylate	IX	WP_020661406	WP_020661406|Amycolatopsis_benzoatilytica|Non
Salicylate	IX	WP_017134359	WP_017134359|Pseudomonas_agarici|Non
Salicylate	IX	AAR90187	AAR90187|Rhodococcus_sp_DK17|Tph
Salicylate	IX	WP_019521462	WP_019521462|Streptomyces_sp_FxanaD5|Non
Salicylate	IX	YP_950122	YP_950122|Arthrobacter_aurescens_TC1|Non
Salicylate	IX	WP_009574087	WP_009574087|Celeribacter_baekdonensis_B30|Non
Salicylate	IX	YP_004900399	YP_004900399|Pelagibacterium_halotolerans_B2|Non
Salicylate	XII	WP_017727645	WP_017727645|Bacillus_sp_L1|Non
Salicylate	X	WP_009518931	WP_009518931|Hydrogenophaga_sp_PBC|Non
Salicylate	XI	ZP_06844439	ZP_06844439|Burkholderia_sp_Ch1-1|Non
Salicylate	XI	YP_552991	YP_552991|Burkholderia_xenovorans_LB400|Non
Salicylate	XI	WP_020201658	WP_020201658|Cupriavidus_sp_WS|Non
Salicylate	XIII	WP_007398631	WP_007398631|Gluconacetobacter_sp_SXCC-1|Non
Salicylate	XIV	YP_006838763	YP_006838763|Cycloclasticus_sp_P1|Non
Salicylate	XIV	BAC81540	BAC81540|Cycloclasticus_sp_A5|Non
Salicylate	XIV	BAC65433	BAC65433|Sphingomonas_sp_P2|Sa1
Salicylate	XIV	NP_049206	NP_049206|Novosphingobium_aromaticivorans|Non
Salicylate	XV	YP_004931652	YP_004931652|Pseudoxanthomonas_spadix_BD-a59|Non
Salicylate	XV	CAT03475	CAT03475|Sphingomonas_paucimobilis|Non
Salicylate	XV	BAC65426	BAC65426|Sphingomonas_sp_P2|Sa1
Salicylate	XV	ABM79781	ABM79781|Sphingobium_yanoikuyae|Sa1
Salicylate	XV	NP_049213	NP_049213|Novosphingobium_aromaticivorans|Non
Salicylate	XV	CAG17582	CAG17582|Sphingomonas_sp_CHY-1|Sa1
Salicylate	XVII	YP_002361789	YP_002361789|Methylocella_silvestris_BL2|Non
Salicylate	XVI	YP_006838008	YP_006838008|Cycloclasticus_sp_P1|Non
Salicylate	XVI	WP_020162778	WP_020162778|Cycloclasticus_pugetii|Non
Salicylate	XVI	WP_020162764	WP_020162764|Cycloclasticus_pugetii|Non
Salicylate	XVI	YP_008374324	YP_008374324|Cycloclasticus_zancles_7-ME|Non
Salicylate	XVIII	WP_003923546	WP_003923546|Mycobacterium_thermoresistibile|Non
Salicylate	XVIII	YP_559896	YP_559896|Burkholderia_xenovorans_LB400|Non
Salicylate	XVIII	YP_001630148	YP_001630148|Bordetella_petrii_DSM_12804|Non
Salicylate	XVIII	YP_003545968	YP_003545968|Sphingobium_japonicum_UT26S|Non
Salicylate	XVIII	YP_717961	YP_717961|Sphingomonas_sp_KA1|Non
Salicylate	XVIII	WP_006296221	WP_006296221|Hylemonella_gracilis|Non
Salicylate	XVIII	WP_019577442	WP_019577442|Curvibacter_lanceolatus|Non
Salicylate	XVIII	WP_007857446	WP_007857446|Acidovorax_sp_CF316|Non
Salicylate	XVIII	YP_004931606	YP_004931606|Pseudoxanthomonas_spadix_BD-a59|Non
Salicylate	XVIII	YP_003450746	YP_003450746|Azospirillum_sp_B510|Non
Salicylate	XVIII	WP_019924214	WP_019924214|Duganella_zoogloeoides|Non
Salicylate	XVIII	WP_007884756	WP_007884756|Herbaspirillum_sp_CF444|Non
Salicylate	XVIII	YP_003777050	YP_003777050|Herbaspirillum_seropedicae_SmR1|Non
Salicylate	XVIII	YP_556337	YP_556337|Burkholderia_xenovorans_LB400|Ant
Salicylate	XVIII	YP_554197	YP_554197|Burkholderia_xenovorans_LB400|Ant
Salicylate	XVIII	ZP_02408032	ZP_02408032|Burkholderia_pseudomallei_DM98|Non
Salicylate	XVIII	YP_105030	YP_105030|Burkholderia_mallei_ATCC_23344|Non
Salicylate	XVIII	ZP_02467236	ZP_02467236|Burkholderia_thailandensis_MSMB43|Non
Salicylate	XVIII	ZP_02359577	ZP_02359577|Burkholderia_oklahomensis_EO147|Non
Salicylate	XVIII	ZP_02376186	ZP_02376186|Burkholderia_ubonensis_Bu|Non
Salicylate	XVIII	YP_001947965	YP_001947965|Burkholderia_multivorans_ATCC_17616|Non
Salicylate	XVIII	ZP_04948433	ZP_04948433|Burkholderia_dolosa_AUO158|Non
Salicylate	XVIII	YP_001116607	YP_001116607|Burkholderia_vietnamiensis_G4|Non
Salicylate	XVIII	AAO83639	AAO83639|Burkholderia_cepacia_DBO1|Ant
Salicylate	XVIII	YP_777383	YP_777383|Burkholderia_ambifaria_AMMD|Non
Salicylate	XVIII	YP_624442	YP_624442|Burkholderia_cenocepacia_AU_1054|Non
EXDO_monocyclic_substrates	XXII	WP_007184080	WP_007184080|Hydrocarboniphaga_effusa|Non
EXDO_monocyclic_substrates	XXII	WP_008305095	WP_008305095|Glaciecola_agarilytica|Non
EXDO_monocyclic_substrates	XXII	WP_018230568	WP_018230568|Methyloversatilis_universalis|Non
EXDO_monocyclic_substrates	XXII	WP_002940969	WP_002940969|Thauera_sp_27|Non
EXDO_monocyclic_substrates	XXII	YP_933362	YP_933362|Azoarcus_sp_BH72|Non
EXDO_monocyclic_substrates	XXII	YP_003544642	YP_003544642|Sphingobium_japonicum_UT26S|Non
EXDO_monocyclic_substrates	XXII	WP_008520969	WP_008520969|alpha_proteobacterium_IMCC14465|Non
EXDO_monocyclic_substrates	XXII	AAD11452	AAD11452|Sphingomonas_sp_A8AN3|Cat
EXDO_monocyclic_substrates	XXII	AAS46988	AAS46988|Sphingomonas_sp_A1-13|Cat
EXDO_monocyclic_substrates	XXII	AAD11448	AAD11448|Sphingomonas_sp_A8AN3|Cat
EXDO_monocyclic_substrates	XXII	B57264	B57264|Beijerinckia_sp_strain_B1|Cat
EXDO_monocyclic_substrates	XXII	ACC64604	ACC64604|Sphingomonas_sp_B2-7|Cat
EXDO_monocyclic_substrates	XXII	BAB07893	BAB07893|Sphingomonas_paucimobilis|Cat
EXDO_monocyclic_substrates	XXII	8ABW37060	8ABW37060|Sphingomonas_sp_LH128|Cat
EXDO_monocyclic_substrates	XXII	BAH90343	BAH90343|uncultured_bacterium|Non
EXDO_monocyclic_substrates	XXII	BAH89314	BAH89314|uncultured_bacterium|Cat
EXDO_monocyclic_substrates	XXII	YP_002361794	YP_002361794|Methylocella_silvestris_BL2|Non
EXDO_monocyclic_substrates	XXII	YP_004531633	YP_004531633|Treponema_primitia_ZAS-2|Non
EXDO_monocyclic_substrates	XXII	WP_010260241	WP_010260241|Treponema_primitia|Non
EXDO_monocyclic_substrates	XXII	BAC75400	BAC75400|Pseudomonas_putida|Non
EXDO_monocyclic_substrates	XXII	YP_001022499	YP_001022499|Methylibium_petroleiphilum_PM1|Non
EXDO_monocyclic_substrates	XXII	3HPV	3HPV|Pseudomonas_Sp_Kl28|Cat
EXDO_monocyclic_substrates	XXII	AFM93927	AFM93927|Acinetobacter_sp_OP5|Non
EXDO_monocyclic_substrates	XXII	YP_002800217	YP_002800217|Azotobacter_vinelandii_DJ|Non
EXDO_monocyclic_substrates	XXII	WP_003296968	WP_003296968|Pseudomonas_stutzeri|Non
EXDO_monocyclic_substrates	XXII	WP_004252869	WP_004252869|Thauera_sp_63|Non
EXDO_monocyclic_substrates	XXII	WP_018992894	WP_018992894|Azoarcus_toluclasticus|Non
EXDO_monocyclic_substrates	XXII	YP_287003	YP_287003|Dechloromonas_aromatica_RCB|Non
EXDO_monocyclic_substrates	XXII	YP_933348	YP_933348|Azoarcus_sp_BH72|Non
EXDO_monocyclic_substrates	XXII	YP_002798096	YP_002798096|Azotobacter_vinelandii_DJ|Non
EXDO_monocyclic_substrates	XXII	WP_004358011	WP_004358011|Thauera_phenylacetica|Non
EXDO_monocyclic_substrates	XXII	WP_002939590	WP_002939590|Thauera_sp_27|Non
EXDO_monocyclic_substrates	XXII	YP_002890068	YP_002890068|Thauera_sp_MZ1T|Non
EXDO_monocyclic_substrates	XXII	YP_285976	YP_285976|Dechloromonas_aromatica_RCB|Non
EXDO_monocyclic_substrates	XXII	YP_286988	YP_286988|Dechloromonas_aromatica_RCB|Non
EXDO_monocyclic_substrates	XXII	EPZ15753	EPZ15753|Thauera_terpenica_58Eu|Non
EXDO_monocyclic_substrates	XXII	WP_002932123	WP_002932123|Thauera_sp_28|Non
EXDO_monocyclic_substrates	XXII	WP_004252844	WP_004252844|Thauera_sp_63|Non
EXDO_monocyclic_substrates	XXII	WP_018989550	WP_018989550|Azoarcus_toluclasticus|Non
EXDO_monocyclic_substrates	XXII	YP_933942	YP_933942|Azoarcus_sp_BH72|Non
EXDO_monocyclic_substrates	XXII	WP_004343595	WP_004343595|Thauera_linaloolentis|Non
EXDO_monocyclic_substrates	XXII	WP_004357978	WP_004357978|Thauera_phenylacetica|Non
EXDO_monocyclic_substrates	XXII	YP_002890083	YP_002890083|Thauera_sp_MZ1T|Non
EXDO_monocyclic_substrates	XXII	AAX47250	AAX47250|Delftia_tsuruhatensis|Cat
EXDO_monocyclic_substrates	XXII	BAB62050	BAB62050|Pseudomonas_putida|Cat
EXDO_monocyclic_substrates	XXII	ABQ88310	ABQ88310|Alicycliphilus_sp_BC|Cat
EXDO_monocyclic_substrates	XXII	WP_004752304	WP_004752304|Acinetobacter_sp_ANC_3789|Non
EXDO_monocyclic_substrates	XXII	WP_005172209	WP_005172209|Acinetobacter_sp_NIPH_713|Non
EXDO_monocyclic_substrates	XXII	WP_018230507	WP_018230507|Methyloversatilis_universalis|Non
EXDO_monocyclic_substrates	XXII	WP_020165918	WP_020165918|Methyloversatilis_universalis|Non
EXDO_monocyclic_substrates	XXII	ZP_01915568	ZP_01915568|Limnobacter_sp_MED105|Non
EXDO_monocyclic_substrates	XXII	YP_001021468	YP_001021468|Methylibium_petroleiphilum_PM1|Non
EXDO_monocyclic_substrates	XXII	WP_008070791	WP_008070791|Novosphingobium_nitrogenifigens|Non
EXDO_monocyclic_substrates	XXII	WP_010335345	WP_010335345|Sphingobium_yanoikuyae|Non
EXDO_monocyclic_substrates	XXII	ACF23518	ACF23518|uncultured_bacterium|Cat
EXDO_monocyclic_substrates	XXII	WP_007183567	WP_007183567|Hydrocarboniphaga_effusa|Non
EXDO_monocyclic_substrates	XXII	YP_004680705	YP_004680705|Cupriavidus_necator_N-1|Non
EXDO_monocyclic_substrates	XXII	YP_728708	YP_728708|Ralstonia_eutropha_H16|Cat
EXDO_monocyclic_substrates	XXII	WP_020203479	WP_020203479|Cupriavidus_sp_WS|Non
EXDO_monocyclic_substrates	XXII	BAA84125	BAA84125|Ralstonia_sp_KN1|Non
EXDO_monocyclic_substrates	XXII	WP_018424335	WP_018424335|Burkholderia_sp_WSM4176|Non
EXDO_monocyclic_substrates	XXII	YP_006837046	YP_006837046|Cycloclasticus_sp_P1|Non
EXDO_monocyclic_substrates	XXII	WP_018719561	WP_018719561|Arhodomonas_aquaeolei|Non
EXDO_monocyclic_substrates	XXII	BAH89638	BAH89638|uncultured_bacterium|Cat
EXDO_monocyclic_substrates	XXII	WP_020394559	WP_020394559|Thiothrix_disciformis|Non
EXDO_monocyclic_substrates	XXII	WP_009623333	WP_009623333|Pseudomonas_sp_M1|Non
EXDO_monocyclic_substrates	XXII	AFS60538	AFS60538|Pseudomonas_sp_2B31|Non
EXDO_monocyclic_substrates	XXII	WP_009575209	WP_009575209|gamma_proteobacterium_IMCC3088|Non
EXDO_monocyclic_substrates	XXII	BAH89587	BAH89587|uncultured_bacterium|Cat
EXDO_monocyclic_substrates	XXII	WP_009115683	WP_009115683|Neisseria_wadsworthii|Non
EXDO_monocyclic_substrates	XXII	WP_016687275	WP_016687275|Neisseria_sicca|Non
EXDO_monocyclic_substrates	XXII	ZP_01224201	ZP_01224201|marine_gamma_proteobacterium_HTCC2207|Non
EXDO_monocyclic_substrates	XXII	WP_010322210	WP_010322210|Marinobacterium_stanieri|Non
EXDO_monocyclic_substrates	XXII	BAA23555	BAA23555|Acinetobacter_sp_YAA|Cat
EXDO_monocyclic_substrates	XXII	BAG30839	BAG30839|Neptuniibacter_sp_CAR-SF|Cat
EXDO_monocyclic_substrates	XXII	WP_012136813	WP_012136813|Marinobacter_lipolyticus|Non
EXDO_monocyclic_substrates	XXII	WP_010322174	WP_010322174|Marinobacterium_stanieri|Non
EXDO_monocyclic_substrates	XXII	WP_010323273	WP_010323273|Marinobacterium_stanieri|Non
EXDO_monocyclic_substrates	XXII	WP_010322192	WP_010322192|Marinobacterium_stanieri|Non
EXDO_monocyclic_substrates	XXII	WP_019623066	WP_019623066|Amphritea_japonica|Non
EXDO_monocyclic_substrates	XXII	YP_002798088	YP_002798088|Azotobacter_vinelandii_DJ|Non
EXDO_monocyclic_substrates	XXII	WP_007618754	WP_007618754|Glaciecola_arctica|Non
EXDO_monocyclic_substrates	XXII	WP_008304474	WP_008304474|Glaciecola_agarilytica|Non
EXDO_monocyclic_substrates	XXII	WP_019529169	WP_019529169|Dasania_marina|Non
EXDO_monocyclic_substrates	XXII	WP_007618656	WP_007618656|Glaciecola_arctica|Non
EXDO_monocyclic_substrates	XXII	YP_005887723	YP_005887723|Marinobacter_adhaerens_HP15|Non
EXDO_monocyclic_substrates	XXII	ZP_01893284	ZP_01893284|Marinobacter_algicola_DG893|Non
EXDO_monocyclic_substrates	XXII	ZP_01892841	ZP_01892841|Marinobacter_algicola_DG893|Non
EXDO_monocyclic_substrates	XXII	YP_709347	YP_709347|Pseudomonas_putida|Cat
EXDO_monocyclic_substrates	XXII	AAW81684	AAW81684|Pseudomonas_fluorescens|Cat
EXDO_monocyclic_substrates	XXII	AAW81667	AAW81667|Pseudomonas_mendocina|Cat
EXDO_monocyclic_substrates	XXII	ABS54524	ABS54524|Stenotrophomonas_maltophilia|Non
EXDO_monocyclic_substrates	XXII	JC4137	JC4137|Alcaligenes_sp|Cat
EXDO_monocyclic_substrates	XXII	BAA11757	BAA11757|Pseudomonas_aeruginosa|Cat
EXDO_monocyclic_substrates	XXII	CAA56747	CAA56747|Pseudomonas_putida|Cat
EXDO_monocyclic_substrates	XXII	NP_863103	NP_863103|Pseudomonas_putida|Non
EXDO_monocyclic_substrates	XXII	YP_534833	YP_534833|Pseudomonas_putida|Cat
EXDO_monocyclic_substrates	XXII	ACF20629	ACF20629|Achromobacter_sp_BP3|Cat
EXDO_monocyclic_substrates	XXII	BAA11752	BAA11752|Pseudomonas_aeruginosa|Cat
EXDO_monocyclic_substrates	XXII	CAD43168	CAD43168|Pseudomonas_sp_OX1|Cat
EXDO_monocyclic_substrates	XXII	BAA31264	BAA31264|Pseudomonas_stutzeri|Cat
EXDO_monocyclic_substrates	XXII	AAQ89675	AAQ89675|Pseudomonas_putida|Cat
EXDO_monocyclic_substrates	XXI	YP_003589903	YP_003589903|Bacillus_tusciae_DSM_2912|Non
EXDO_monocyclic_substrates	XXI	AAC38323	AAC38323|Geobacillus_thermoleovorans|Cat
EXDO_monocyclic_substrates	XXI	WP_005581729	WP_005581729|Clostridium_ultunense|Non
EXDO_monocyclic_substrates	XXI	YP_004098351	YP_004098351|Intrasporangium_calvum_DSM_43043|Non
EXDO_monocyclic_substrates	XXI	WP_018741333	WP_018741333|Salinispora_pacifica|Non
EXDO_monocyclic_substrates	XXI	YP_003298164	YP_003298164|Thermomonospora_curvata_DSM_43183|Non
EXDO_monocyclic_substrates	XXI	WP_019735484	WP_019735484|Mycobacterium_avium|Non
EXDO_monocyclic_substrates	XXI	YP_707284	YP_707284|Rhodococcus_jostii_RHA1|Cat
EXDO_monocyclic_substrates	XXI	WP_003934729	WP_003934729|Rhodococcus_ruber|Non
EXDO_monocyclic_substrates	XXI	YP_004718574	YP_004718574|Sulfobacillus_acidophilus_TPY|Non
EXDO_monocyclic_substrates	XXI	WP_004432276	WP_004432276|Bacillus_azotoformans|Non
EXDO_monocyclic_substrates	XXI	YP_003588840	YP_003588840|Kyrpidia_tusciae_DSM_2912|Non
EXDO_monocyclic_substrates	XXI	ZP_05371839	ZP_05371839|Geobacillus_sp_Y4MC1|Non
EXDO_monocyclic_substrates	XXI	AAF66550	AAF66550|Geobacillus_thermoglucosidasius|Cat
EXDO_monocyclic_substrates	XXI	EPZ41034	EPZ41034|Alicyclobacillus_acidoterrestris_ATCC_49025|Non
EXDO_monocyclic_substrates	XXI	AAZ76884	AAZ76884|Geobacillus_stearothermophilus|Non
EXDO_monocyclic_substrates	XXI	YP_007910113	YP_007910113|Bacillus_sp_1NLA3E|Non
EXDO_monocyclic_substrates	XXI	WP_004432417	WP_004432417|Bacillus_azotoformans|Non
EXDO_monocyclic_substrates	XX	AAF02426	AAF02426|Burkholderia_sp_RP007|Cat
EXDO_monocyclic_substrates	XX	WP_009623078	WP_009623078|Pseudomonas_sp_M1|Non
EXDO_monocyclic_substrates	XX	YP_371940	YP_371940|Burkholderia_sp_383|Non
EXDO_monocyclic_substrates	XX	WP_018076071	WP_018076071|Novosphingobium_nitrogenifigens|Non
EXDO_monocyclic_substrates	XX	YP_005554639	YP_005554639|Arcobacter_sp_L|Non
EXDO_monocyclic_substrates	XX	WP_016389830	WP_016389830|Cycloclasticus_sp_PY97M|Non
EXDO_monocyclic_substrates	XX	WP_018719555	WP_018719555|Arhodomonas_aquaeolei|Non
EXDO_monocyclic_substrates	XX	AFP97334	AFP97334|Arhodomonas_sp_Seminole|Non
EXDO_monocyclic_substrates	XX	WP_020656193	WP_020656193|Massilia_niastensis|Non
EXDO_monocyclic_substrates	XX	AAB88079	AAB88079|Burkholderia_cepacia|Non
EXDO_monocyclic_substrates	XX	AFP90485	AFP90485|Raoultella_ornithinolytica|Non
EXDO_monocyclic_substrates	XX	YP_004930521	YP_004930521|Pseudoxanthomonas_spadix_BD-a59|Non
EXDO_monocyclic_substrates	XX	ACF23525	ACF23525|uncultured_bacterium|Cat
